iter	Passed	Remaining
164	23019	116491
165	23158	116348
166	23286	116155
167	23512	116442
168	23685	116463
169	23828	116337
170	23937	116045
171	24057	115812
172	24209	115729
173	24322	115462
174	24443	115233
175	24573	115047
176	24695	114826
177	24823	114635
178	24938	114382
179	25120	114438
180	25303	114494
181	25451	114393
182	25583	114217
183	25712	114027
184	25870	113969
185	26004	113805
186	26113	113530
187	26207	113193
188	26337	113016
189	26499	112973
190	26666	112947
191	26795	112766
192	26911	112527
193	27051	112388
194	27192	112255
195	27374	112290
196	27509	112131
197	27665	112058
198	27782	111828
199	27890	111560
200	28026	111409
201	28188	111360
202	28339	111263
203	28475	111111
204	28615	110970
205	28763	110865
206	28870	110600
207	28992	110394
208	29102	110142
209	29225	109943
210	29355	109770
211	29496	109636
212	29596	109352
213	29703	109097
214	29832	108923
215	29989	108850
216	30141	108760
217	30342	108844
218	30496	108755
219	30620	108564
220	30722	108292
221	30851	108120
222	30989	107978
223	31135	107861
224	31276	107728
225	31423	107617
226	31541	107408
227	31683	107278
228	31828	107160
229	31973	107040
230	32105	106880
231	32222	106667
232	32345	106476
233	32478	106317
234	32595	106109
235	32700	105861
236	32814	105644
237	32928	105426
238	33052	105243
239	33180	105070
240	33311	104910
241	33447	104764
242	33559	104544
243	33695	104401
244	33822	104227
245	33928	103993
246	34054	103817
247	34188	103667
248	34309	103480
249	34433	103300
250	34564	103141
251	34702	103006
252	34828	102833
253	34943	102629
254	35058	102425
255	35173	102221
256	35288	102019
257	35403	101818
258	35500	101567
259	35630	101409
260	35734	101180
261	35841	100959
262	35957	100764
263	36106	100659
264	36228	100482
265	36340	100278
266	36444	100052
267	36554	99842
268	36674	99663
269	36806	99512
270	36909	99287
271	37080	99246
272	37228	99139
273	37399	99094
274	37514	98901
275	37637	98729
276	37791	98641
277	38032	98775
278	38171	98643
279	38341	98593
280	38447	98377
281	38579	98226
282	38766	98217
283	38916	98114
284	39042	97948
285	39159	97761
286	39289	97607
287	39463	97562
288	39567	97343
289	39693	97180
290	39800	96971
291	39928	96813
292	40087	96729
293	40260	96678
294	40388	96522
295	40526	96386
296	40648	96214
297	40743	95979
298	40908	95909
299	41074	95841
300	41203	95686
301	41333	95531
302	41444	95336
303	41555	95139
304	41674	94962
305	41821	94850
306	41992	94791
307	42132	94660
308	42244	94469
309	42343	94249
310	42473	94096
311	42597	93932
312	42747	93825
313	42869	93657
314	42999	93505
315	43166	93437
316	43325	93347
317	43457	93201
318	43557	92987
319	43663	92784
320	43794	92635
321	43922	92483
322	44022	92269
323	44128	92071
324	44275	91956
325	44416	91831
326	44548	91685
327	44686	91552
328	44799	91368
329	44895	91151
330	45009	90970
331	45163	90870
332	45271	90678
333	45395	90518
334	45503	90327
335	45630	90175
336	45761	90028
337	45899	89897
338	46004	89702
339	46120	89528
340	46222	89327
341	46332	89143
342	46440	88953
343	46542	88755
344	46652	88573
345	46797	88454
346	46910	88278
347	47014	88084
348	47133	87920
349	47248	87747
350	47361	87572
351	47457	87365
352	47577	87203
353	47702	87050
354	47803	86853
355	47888	86629
356	48032	86513
357	48153	86353
358	48272	86191
359	48389	86025
360	48517	85879
361	48632	85711
362	48730	85513
363	48862	85375
364	48996	85240
365	49109	85070
366	49205	84868
367	49331	84721
368	49448	84558
369	49555	84377
370	49676	84222
371	49768	84018
372	49871	83832
373	50011	83709
374	50142	83570
375	50281	83446
376	50398	83284
377	50504	83105
378	50613	82931
379	50733	82775
380	50845	82607
381	50963	82448
382	51086	82298
383	51196	82127
384	51312	81967
385	51450	81840
386	51574	81693
387	51688	81528
388	51785	81339
389	51882	81149
390	52010	81009
391	52124	80846
392	52241	80688
393	52354	80525
394	52500	80412
395	52607	80239
396	52717	80072
397	52834	79915
398	52964	79778
399	53070	79605
400	53179	79437
401	53307	79297
402	53423	79141
403	53544	78991
404	53680	78864
405	53800	78712
406	53941	78592
407	54045	78419
408	54141	78233
409	54268	78094
410	54363	77907
411	54453	77715
412	54558	77544
413	54669	77382
414	54762	77195
415	54905	77079
416	55041	76952
417	55167	76812
418	55285	76661
419	55400	76505
420	55522	76360
421	55626	76189
422	55734	76025
423	55881	75915
424	55982	75741
425	56081	75565
426	56198	75413
427	56322	75271
428	56447	75132
429	56545	74955
430	56674	74821
431	56807	74691
432	56944	74566
433	57052	74404
434	57143	74221
435	57272	74087
436	57391	73939
437	57505	73784
438	57598	73605
439	57692	73426
440	57805	73272
441	57900	73096
442	57999	72925
443	58115	72774
444	58220	72611
445	58331	72456
446	58457	72319
447	58576	72174
448	58706	72043
449	58816	71886
450	58923	71726
451	59027	71563
452	59148	71421
453	59278	71291
454	59370	71113
455	59472	70949
456	59599	70815
457	59712	70664
458	59826	70514
459	59945	70370
460	60069	70233
461	60161	70058
462	60264	69895
463	60380	69750
464	60472	69575
465	60607	69452
466	60712	69293
467	60799	69113
468	60923	68977
469	61041	68834
470	61156	68687
471	61256	68523
472	61364	68370
473	61471	68215
474	61564	68045
475	61681	67901
476	61781	67739
477	61902	67601
478	61992	67428
479	62119	67295
480	62255	67173
481	62359	67016
482	62498	66898
483	62604	66744
484	62754	66635
485	62887	66510
486	63009	66373
487	63146	66252
488	63278	66125
489	63376	65963
490	63482	65809
491	63623	65692
492	63767	65578
493	63877	65428
494	63978	65270
495	64093	65127
496	64189	64964
497	64324	64840
498	64444	64702
499	64559	64559
500	64691	64433
501	64795	64279
502	64926	64152
503	65040	64008
504	65155	63865
505	65268	63720
506	65381	63575
507	65482	63419
508	65574	63255
509	65689	63113
510	65804	62971
511	65940	62849
512	66057	62709
513	66164	62560
514	66286	62425
515	66398	62280
516	66509	62135
517	66615	61986
518	66742	61856
519	66870	61726
520	66966	61568
521	67086	61431
522	67220	61308
523	67360	61190
524	67478	61052
525	67587	60905
526	67680	60745
527	67797	60607
528	67939	60490
529	68065	60359
530	68168	60209
531	68302	60085
532	68404	59934
533	68512	59788
534	68618	59639
535	68723	59492
536	68827	59343
537	68974	59230
538	69081	59084
539	69187	58937
540	69308	58802
541	69416	58658
542	69544	58529
543	69662	58393
544	69766	58245
545	69873	58100
546	69992	57964
547	70112	57830
548	70206	57673
549	70337	57548
550	70463	57419
551	70570	57274
552	70682	57133
553	70798	56996
554	70919	56863
555	71020	56714
556	71138	56579
557	71239	56429
558	71359	56295
559	71457	56145
560	71578	56012
561	71688	55871
562	71801	55732
563	71950	55621
564	72057	55477
565	72163	55333
566	72279	55197
567	72365	55038
568	72468	54892
569	72568	54744
570	72679	54604
571	72830	54495
572	72942	54357
573	73032	54201
574	73148	54065
575	73252	53921
576	73355	53777
577	73463	53636
578	73573	53496
579	73684	53358
580	73795	53219
581	73926	53095
582	74046	52962
583	74139	52811
584	74258	52679
585	74367	52539
586	74492	52411
587	74613	52280
588	74738	52151
589	74846	52011
590	74976	51887
591	75092	51752
592	75239	51640
593	75353	51504
594	75473	51373
595	75587	51237
596	75706	51105
597	75817	50967
598	75920	50825
599	76018	50679
600	76113	50530
601	76233	50400
602	76332	50255
603	76431	50110
604	76556	49982
605	76665	49845
606	76781	49711
607	76906	49584
608	77034	49459
609	77158	49330
610	77270	49195
611	77375	49055
612	77513	48935
613	77607	48789
614	77690	48635
615	77824	48513
616	77919	48368
617	78069	48256
618	78170	48114
619	78290	47984
620	78408	47853
621	78534	47726
622	78650	47594
623	78775	47467
624	78874	47324
625	78976	47183
626	79108	47061
627	79230	46932
628	79339	46796
629	79523	46704
630	79721	46619
631	79878	46511
632	80029	46399
633	80168	46280
634	80323	46170
635	80495	46069
636	80689	45981
637	80820	45857
638	80938	45725
639	81082	45608
640	81236	45497
641	81409	45396
642	81539	45271
643	81651	45136
644	81859	45054
645	82022	44947
646	82173	44833
647	82287	44699
648	82393	44561
649	82543	44446
650	82738	44355
651	82875	44234
652	82984	44097
653	83086	43957
654	83223	43835
655	83421	43745
656	83566	43627
657	83676	43491
658	83803	43364
659	83916	43229
660	84118	43141
661	84248	43015
662	84399	42899
663	84513	42765
664	84645	42641
665	84747	42501
666	84928	42400
667	85049	42270
668	85207	42157
669	85366	42046
670	85525	41934
671	85689	41824
672	85853	41714
673	86031	41611
674	86162	41485
675	86260	41343
676	86355	41200
677	86477	41070
678	86597	40939
679	86730	40814
680	86839	40677
681	86939	40537
682	87094	40423
683	87216	40293
684	87328	40158
685	87427	40018
686	87540	39883
687	87686	39764
688	87796	39629
689	87915	39498
690	88034	39366
691	88140	39230
692	88255	39097
693	88368	38963
694	88497	38836
695	88624	38709
696	88735	38574
697	88880	38455
698	88999	38324
699	89124	38196
700	89248	38067
701	89383	37943
702	89524	37821
703	89652	37694
704	89767	37562
705	89866	37423
706	89989	37294
707	90101	37160
708	90205	37023
709	90313	36888
710	90444	36762
711	90572	36635
712	90690	36505
713	90813	36376
714	90947	36251
715	91086	36129
716	91210	36000
717	91317	35865
718	91425	35730
719	91526	35593
720	91664	35470
721	91805	35349
722	91907	35212
723	92014	35077
724	92122	34942
725	92253	34817
726	92368	34685
727	92463	34546
728	92581	34416
729	92699	34286
730	92821	34157
731	92955	34032
732	93069	33901
733	93214	33780
734	93314	33644
735	93428	33512
736	93569	33390
737	93696	33263
738	93820	33135
739	94005	33029
740	94099	32890
741	94219	32760
742	94350	32635
743	94473	32507
744	94602	32380
745	94729	32253
746	94841	32121
747	94943	31986
748	95075	31861
749	95211	31737
750	95332	31608
751	95459	31481
752	95600	31358
753	95750	31239
754	95853	31104
755	95976	30976
756	96102	30849
757	96196	30711
758	96300	30577
759	96418	30447
760	96506	30308
761	96623	30179
762	96754	30053
763	96849	29916
764	96984	29792
765	97099	29662
766	97211	29531
767	97347	29407
768	97457	29275
769	97559	29141
770	97662	29007
771	97757	28871
772	97873	28741
773	97998	28614
774	98128	28488
775	98243	28359
776	98342	28224
777	98468	28097
778	98556	27960
779	98660	27827
780	98780	27699
781	98888	27567
782	98984	27432
783	99098	27302
784	99204	27170
785	99316	27040
786	99448	26915
787	99559	26784
788	99661	26652
789	99777	26523
790	99889	26393
791	99987	26259
792	100104	26130
793	100205	25997
794	100362	25879
795	100475	25750
796	100579	25618
797	100694	25488
798	100814	25361
799	100907	25226
800	101010	25095
801	101143	24970
802	101266	24843
803	101390	24717
804	101500	24587
805	101605	24455
806	101708	24324
807	101825	24196
808	101935	24066
809	102028	23932
810	102145	23804
811	102273	23679
812	102372	23546
813	102501	23421
814	102648	23300
815	102769	23173
816	102904	23049
817	103020	22921
818	103132	22792
819	103229	22660
820	103340	22531
821	103470	22405
822	103582	22277
823	103708	22151
824	103837	22026
825	103971	21902
826	104086	21773
827	104209	21647
828	104314	21517
829	104424	21388
830	104549	21262
831	104653	21131
832	104774	21005
833	104891	20877
834	104988	20746
835	105093	20616
836	105213	20489
837	105334	20363
838	105445	20234
839	105575	20109
840	105699	19983
841	105828	19858
842	105938	19729
843	106080	19607
844	106209	19482
845	106312	19352
846	106421	19223
847	106539	19096
848	106651	18968
849	106753	18838
850	106862	18710
851	106988	18584
852	107118	18460
853	107256	18336
854	107373	18209
855	107472	18079
856	107586	17951
857	107731	17829
858	107821	17698
859	107913	17567
860	108055	17444
861	108164	17316
862	108302	17192
863	108414	17065
864	108533	16938
865	108661	16813
866	108784	16687
867	108925	16564
868	109063	16441
869	109176	16313
870	109296	16187
871	109409	16060
872	109524	15933
873	109636	15805
874	109749	15678
875	109863	15551
876	109965	15422
877	110079	15295
878	110190	15168
879	110314	15042
880	110460	14920
881	110578	14793
882	110674	14664
883	110790	14538
884	110909	14411
885	111020	14284
886	111144	14159
887	111247	14031
888	111354	13903
889	111457	13775
890	111556	13647
891	111686	13522
892	111808	13396
893	111917	13269
894	112038	13144
895	112151	13017
896	112240	12888
897	112353	12761
898	112460	12634
899	112590	12510
900	112770	12390
901	112923	12268
902	113060	12144
903	113170	12018
904	113308	11894
905	113497	11775
906	113661	11654
907	113789	11529
908	113910	11403
909	114100	11284
910	114269	11163
911	114381	11036
912	114470	10907
913	114614	10784
914	114791	10663
915	114942	10540
916	115083	10416
917	115224	10292
918	115389	10170
919	115509	10044
920	115646	9919
921	115764	9793
922	115922	9670
923	116080	9547
924	116230	9424
925	116407	9302
926	116579	9180
927	116712	9055
928	116831	8928
929	116941	8802
930	117036	8674
931	117147	8547
932	117321	8425
933	117458	8300
934	117623	8177
935	117760	8051
936	117918	7928
937	118035	7801
938	118181	7677
939	118335	7553
940	118493	7429
941	118608	7302
942	118742	7177
943	118871	7051
944	119026	6927
945	119167	6802
946	119300	6676
947	119389	6548
948	119514	6422
949	119653	6297
950	119776	6171
951	119894	6045
952	120001	5918
953	120129	5792
954	120248	5666
955	120350	5539
956	120495	5414
957	120616	5288
958	120766	5163
959	120893	5037
960	121028	4911
961	121134	4784
962	121236	4658
963	121353	4531
964	121473	4405
965	121569	4278
966	121700	4153
967	121796	4026
968	121896	3899
969	122033	3774
970	122174	3648
971	122300	3523
972	122395	3396
973	122522	3270
974	122639	3144
975	122748	3018
976	122864	2892
977	122995	2766
978	123102	2640
979	123211	2514
980	123368	2389
981	123496	2263
982	123639	2138
983	123760	2012
984	123876	1886
985	123999	1760
986	124157	1635
987	124283	1509
988	124384	1383
989	124567	1258
990	124666	1132
991	124815	1006
992	124965	880
993	125116	755
994	125221	629
995	125341	503
996	125446	377
997	125621	251
998	125758	125
999	125923	0
